GURASU.wav,,,,,,,
RD0201A.wav,,S8.SDS,2,5,,,
RD0201B.wav,,S8.SDS,6,,,,
RD0201C.wav,,S8.SDS,33,,,,
RD0201D.wav,,S8.SDS,28,,,,
RD0201E.wav,,S8.SDS,29,,,,
RD0201F.wav,,S8.SDS,32,,,,
RD0301.wav,,S8.SDS,4,,,,
RD0302A.wav,,S8.SDS,35,,,,
RD0302B.wav,,S8.SDS,39,,,,
RD0302C.wav,,S8.SDS,42,,,,
RD0401A.wav,,S62.SDS,1,,,,
RD0401B.wav,,S62.SDS,5,,,,
RD0501A.wav,,S41.SDS,92,,,,
RD0501B.wav,,S41.SDS,95,,,,
RD0501C.wav,,S41.SDS,98,,,,
RD0502.wav,,S41.SDS,110,,,,
RD0503.wav,,S41.SDS,113,,,,
RD0504.wav,,S41.SDS,111,,,,
RD0505.wav,,S41.SDS,99,,,,
RD0506.wav,,S41.SDS,100,,,,
RD0507.wav,,S41.SDS,102,,,,
RD0508.wav,,S41.SDS,103,,,,
RD0509A.wav,,S41.SDS,104,,,,
RD0509B.wav,,S41.SDS,106,,,,
RD0509C.wav,,S41.SDS,107,,,,
RD0601A.wav,,S41.SDS,55,,,,
RD0601B.wav,,S41.SDS,59,,,,
RD0602.wav,,S41.SDS,63,,,,
RD0603A.wav,,S41.SDS,65,,,,
RD0603B.wav,,S41.SDS,67,,,,
RD0604.wav,,S41.SDS,69,,,,
RD0605.wav,,S41.SDS,74,,,,
RD0606.wav,,S41.SDS,89,,,,
RD0607.wav,,S41.SDS,77,,,,
RD0608.wav,,S41.SDS,78,,,,
RD0609A.wav,,S41.SDS,82,,,,
RD0609B.wav,,S41.SDS,85,,,,
RD0610.wav,,S41.SDS,90,,,,
RD0701A.wav,,S50.SDS,26,,,,
RD0701B.wav,,S50.SDS,28,,,,
RD0801.wav,,S44.SDS,3,,,,
RD0802A.wav,,S44.SDS,5,,,,
RD0802B.wav,,S44.SDS,7,,,,
RD0803.wav,,S44.SDS,9,,,,
RD0804.wav,,S44.SDS,13,,,,
RD0805.wav,,S44.SDS,16,,,,
RD0806A.wav,,S44.SDS,18,,,,
RD0806B.wav,,S44.SDS,21,,,,
RD0806C.wav,,S44.SDS,22,,,,
RD0807A.wav,,S44.SDS,23,,,,
RD0807B.wav,,S44.SDS,25,,,,
RD0808.wav,,S44.SDS,27,,,,
RD0809A.wav,,S44.SDS,29,,,,
RD0809B.wav,,S44.SDS,30,,,,
RD0810A.wav,,S44.SDS,33,,,,
RD0810B.wav,,S44.SDS,34,,,,
RD0811.wav,,S44.SDS,37,,,,
RD0812.wav,,S44.SDS,79,,,,
RD0813.wav,,S44.SDS,78,,,,
RD0814.wav,,S44.SDS,76,,,,
RD0901A.wav,,S48.SDS,15,,,,
RD0901B.wav,,S48.SDS,17,,,,
RD0902.wav,,S48.SDS,20,,,,
RD0903.wav,,S48.SDS,22,,,,
RD0904.wav,,S48.SDS,23,,,,
RD0906.wav,,S48.SDS,24,,,,
RD0907.wav,,S48.SDS,79,,,,
RD0908.wav,,S48.SDS,27,,,,
RD0909.wav,,S48.SDS,20,,,,
RD0910.wav,,S48.SDS,97,,,,
RD0911.wav,,S48.SDS,35,,,,
RD0912.wav,,S48.SDS,143,,,,
RD0913.wav,,S48.SDS,219,,,,
RD0914.wav,,S48.SDS,39,S48.SDS,146,,
RD0915.wav,,S48.SDS,43,S48.SDS,148,,
RD0916.wav,,S48.SDS,38,,,,
RD0917.wav,,S48.SDS,109,,,,
RD0918.wav,,S48.SDS,111,,,,
RD0919.wav,,S48.SDS,113,,,,
RD0920.wav,,S48.SDS,117,,,,
RD0921.wav,,S48.SDS,50,,,,
RD0922.wav,,S48.SDS,51,,,,
RD0923.wav,,S48.SDS,55,,,,
RD0924.wav,,S48.SDS,101,S48.SDS,204,S48.SDS,205
RD0925.wav,,S48.SDS,142,,,,
RD0926.wav,,S48.SDS,140,,,,
RD0927.wav,,S48.SDS,103,,,,
RD1001.wav,,S45.SDS,1,,,,
RD1002.wav,,S45.SDS,9,,,,
RD1003.wav,,S45.SDS,5,,,,
RD1004.wav,,S45.SDS,6,,,,
RD1005.wav,,S45.SDS,2,,,,
RD1006.wav,,S45.SDS,3,,,,
RD1101.wav,,S86.SDS,1,,,,
RD1201.wav,,S16.SDS,77,,,,
